season,rank,team,conference,elo,wins,losses,games_played,win_pct,record,best_win_team,best_win_elo,sos,conf_champ,updated_at,baseline_elo,baseline_date,elo_change
2023,1,LSU,SEC,2128.7,49,14,63,0.778,49-14,Florida,2073.2,1721.7,NA,2026-09-03T12:03:41Z,2106.6,2026-09-03,22.1
2023,2,Florida,SEC,2073.2,47,15,62,0.758,47-15,LSU,2128.7,1751.5,NA,2026-09-03T12:03:41Z,2060,2026-09-03,13.2
2023,3,Clemson,ACC,2038.6,38,18,56,0.679,38-18,South Carolina,1919.3,1687.9,NA,2026-09-03T12:03:41Z,2083.6,2026-09-03,-45
2023,4,Wake Forest,ACC,2017.5,48,11,59,0.814,48-11,LSU,2128.7,1638.7,NA,2026-09-03T12:03:41Z,2041.1,2026-09-03,-23.6
2023,5,TCU,Big 12,1997.4,38,21,59,0.644,38-21,Vanderbilt,1963.5,1657.6,NA,2026-09-03T12:03:41Z,2036.4,2026-09-03,-39
2023,6,Tennessee,SEC,1980.6,38,20,58,0.655,38-20,LSU,2128.7,1694.8,NA,2026-09-03T12:03:41Z,1966.4,2026-09-03,14.2
2023,7,Santa Barbara,Big West,1978.6,5,1,6,0.833,5-1,Oregon,1842.6,1706,NA,2026-09-03T12:03:41Z,1977.9,2026-09-03,0.7
2023,8,Vanderbilt,SEC,1963.5,37,17,54,0.685,37-17,Florida,2073.2,1745.7,NA,2026-09-03T12:03:41Z,1974.3,2026-09-03,-10.8
2023,9,Virginia,ACC,1958.4,45,13,58,0.776,45-13,Miami,1858.1,1610.2,NA,2026-09-03T12:03:41Z,1987.7,2026-09-03,-29.3
2023,10,Oral Roberts,Summit,1943.4,12,4,16,0.75,12-4,TCU,1997.4,1699,NA,2026-09-03T12:03:41Z,1970.7,2026-09-03,-27.3
2023,11,UC Irvine,Big West,1933.5,9,3,12,0.75,9-3,USC,1795,1721.8,NA,2026-09-03T12:03:41Z,1947.3,2026-09-03,-13.8
2023,12,Alabama,SEC,1928.1,40,17,57,0.702,40-17,Florida,2073.2,1680.1,NA,2026-09-03T12:03:41Z,1946.6,2026-09-03,-18.5
2023,13,South Carolina,SEC,1919.3,40,16,56,0.714,40-16,LSU,2128.7,1742.7,NA,2026-09-03T12:03:41Z,1851.7,2026-09-03,67.6
2023,14,Arkansas,SEC,1908.4,37,16,53,0.698,37-16,LSU,2128.7,1757.1,NA,2026-09-03T12:03:41Z,1912.1,2026-09-03,-3.7
2023,15,Stanford,Pac-12,1896.9,38,19,57,0.667,38-19,Santa Clara,1861.6,1658.7,NA,2026-09-03T12:03:41Z,1899.1,2026-09-03,-2.2
2023,16,Kentucky,SEC,1896.1,37,17,54,0.685,37-17,LSU,2128.7,1765.9,NA,2026-09-03T12:03:41Z,1884.7,2026-09-03,11.4
2023,17,Santa Clara,WCC,1861.6,10,7,17,0.588,10-7,Stanford,1896.9,1715.4,NA,2026-09-03T12:03:41Z,1865.7,2026-09-03,-4.1
2023,18,North Florida,ASUN/OVC,1858.3,2,1,3,0.667,2-1,South Carolina,1919.3,1884.2,NA,2026-09-03T12:03:41Z,1762.9,2026-09-03,95.4
2023,19,Miami,ACC,1858.1,36,19,55,0.655,36-19,Florida,2073.2,1690.3,NA,2026-09-03T12:03:41Z,1893.8,2026-09-03,-35.7
