season,rank,team,conference,elo,wins,losses,games_played,win_pct,record,best_win_team,best_win_elo,sos,conf_champ,updated_at,baseline_elo,baseline_date,elo_change
2021,1,Baylor,Big 12,1827.1,3,1,4,0.75,3-1,Kansas St,1825.9,1403,NA,2026-09-17T21:13:22Z,1735.4,2026-09-17,91.7
2021,2,Kansas St,Big 12,1825.9,6,1,7,0.857,6-1,Baylor,1827.1,1401,NA,2026-09-17T21:13:22Z,1790.7,2026-09-17,35.2
2021,3,Georgia Tech,ACC,1805.9,5,2,7,0.714,5-2,Kennesaw St,1775.5,1703,NA,2026-09-17T21:13:22Z,1660.3,2026-09-17,145.6
2021,4,UTSA,AAC,1775.8,2,1,3,0.667,2-1,Old Dominion,1639.5,1639.5,NA,2026-09-17T21:13:22Z,1605,2026-09-17,170.8
2021,5,Kennesaw St,C-USA,1775.5,2,1,3,0.667,2-1,Georgia Tech,1805.9,1805.9,NA,2026-09-17T21:13:22Z,1525.8,2026-09-17,249.7
2021,6,Arizona,Pac-12,1765,6,1,7,0.857,6-1,Stanford,1332.1,1161.9,NA,2026-09-17T21:13:22Z,1870.6,2026-09-17,-105.6
2021,7,Clemson,ACC,1720.1,6,2,8,0.75,6-2,Louisville,1564.1,1383.8,NA,2026-09-17T21:13:22Z,1676.1,2026-09-17,44
2021,8,Indiana,Big Ten,1683.8,2,1,3,0.667,2-1,Rutgers,1526.5,1451.2,NA,2026-09-17T21:13:22Z,1777.9,2026-09-17,-94.1
2021,9,Florida,SEC,1667.2,6,3,9,0.667,6-3,Vanderbilt,1567.2,1425,NA,2026-09-17T21:13:22Z,1875.3,2026-09-17,-208.1
2021,10,TCU,Big 12,1657.1,5,2,7,0.714,5-2,Texas,1523.5,1310.6,NA,2026-09-17T21:13:22Z,1926,2026-09-17,-268.9
2021,11,Ole Miss,SEC,1646.8,5,1,6,0.833,5-1,Texas A&M,1288.4,1084.4,NA,2026-09-17T21:13:22Z,1894.3,2026-09-17,-247.5
2021,12,Florida St,ACC,1645.5,5,3,8,0.625,5-3,Troy,1543.8,1464.3,NA,2026-09-17T21:13:22Z,1693.6,2026-09-17,-48.1
2021,13,Old Dominion,AAC,1639.5,4,5,9,0.444,4-5,UTSA,1775.8,1648.8,NA,2026-09-17T21:13:22Z,1688.4,2026-09-17,-48.9
2021,14,Mississippi St,SEC,1635,6,1,7,0.857,6-1,Texas A&M,1288.4,1215.6,NA,2026-09-17T21:13:22Z,1976.9,2026-09-17,-341.9
2021,15,Arkansas,SEC,1630,3,2,5,0.6,3-2,LSU,1547.8,1532.3,NA,2026-09-17T21:13:22Z,2024.3,2026-09-17,-394.3
2021,16,NC State,ACC,1599.8,5,1,6,0.833,5-1,Virginia Tech,1199.6,1192.5,NA,2026-09-17T21:13:22Z,1874.8,2026-09-17,-275
2021,17,Texas Tech,Big 12,1594.3,4,2,6,0.667,4-2,Oklahoma,1534.7,1383.1,NA,2026-09-17T21:13:22Z,1787.4,2026-09-17,-193.1
2021,18,Tennessee,SEC,1588.7,5,2,7,0.714,5-2,Kentucky,1475.1,1201.5,NA,2026-09-17T21:13:22Z,1905.8,2026-09-17,-317.1
2021,19,Charlotte,AAC,1585.3,7,3,10,0.7,7-3,Old Dominion,1639.5,1490.2,NA,2026-09-17T21:13:22Z,1593,2026-09-17,-7.7
2021,20,Long Beach St,Big West,1567.2,2,2,4,0.5,2-2,UC Irvine,1432.8,1432.8,NA,2026-09-17T21:13:22Z,1851.4,2026-09-13,-284.2
2021,21,Vanderbilt,SEC,1567.2,4,3,7,0.571,4-3,Florida,1667.2,1525.2,NA,2026-09-17T21:13:22Z,1901,2026-09-17,-333.8
2021,22,Louisville,ACC,1564.1,3,4,7,0.429,3-4,Vanderbilt,1567.2,1589.4,NA,2026-09-17T21:13:22Z,1735,2026-09-17,-170.9
2021,23,Oklahoma St,Big 12,1556.2,3,1,4,0.75,3-1,Texas,1523.5,1356.2,NA,2026-09-17T21:13:22Z,1743.8,2026-09-17,-187.6
2021,24,LSU,SEC,1547.8,5,3,8,0.625,5-3,Arkansas,1630,1260.5,NA,2026-09-17T21:13:22Z,1782.9,2026-09-17,-235.1
2021,25,Troy,Sun Belt,1543.8,1,2,3,0.333,1-2,Florida St,1645.5,1645.5,NA,2026-09-17T21:13:22Z,1272.3,2026-09-17,271.5
2021,26,Boston College,ACC,1534.9,4,4,8,0.5,4-4,Miami,1469.6,1193.5,NA,2026-09-17T21:13:22Z,1648.9,2026-09-17,-114
2021,27,Oklahoma,Big 12,1534.7,3,2,5,0.6,3-2,Oklahoma St,1556.2,1477.5,NA,2026-09-17T21:13:22Z,1614,2026-09-17,-79.3
2021,28,Southern Miss,Sun Belt,1530.5,6,2,8,0.75,6-2,Rice,1318.1,1109.6,NA,2026-09-17T21:13:22Z,1699.7,2026-09-17,-169.2
2021,29,Rutgers,Big Ten,1526.5,4,2,6,0.667,4-2,Nebraska,1300.5,1273.5,NA,2026-09-17T21:13:22Z,1672.6,2026-09-17,-146.1
2021,30,Texas,Big 12,1523.5,4,4,8,0.5,4-4,TCU,1657.1,1341.8,NA,2026-09-17T21:13:22Z,1960,2026-09-17,-436.5
2021,31,Notre Dame,ACC,1517.7,5,2,7,0.714,5-2,Florida St,1645.5,1230.2,NA,2026-09-17T21:13:22Z,1855.4,2026-09-17,-337.7
2021,32,Georgia,SEC,1509,3,4,7,0.429,3-4,Arkansas,1630,1501.4,NA,2026-09-17T21:13:22Z,1796.7,2026-09-17,-287.7
2021,33,UCLA,Pac-12,1493.6,2,1,3,0.667,2-1,Washington St,1481.4,1441.2,NA,2026-09-17T21:13:22Z,1763.8,2026-09-17,-270.2
2021,34,Auburn,SEC,1487.4,4,4,8,0.5,4-4,Florida,1667.2,1563.1,NA,2026-09-17T21:13:22Z,1719.4,2026-09-17,-232
2021,35,Washington St,Pac-12,1481.4,3,3,6,0.5,3-3,UCLA,1493.6,1288,NA,2026-09-17T21:13:22Z,1789.7,2026-09-17,-308.3
2021,36,Kentucky,SEC,1475.1,5,4,9,0.556,5-4,Florida,1667.2,1401.8,NA,2026-09-17T21:13:22Z,1716.7,2026-09-17,-241.6
2021,37,Miami,ACC,1469.6,5,2,7,0.714,5-2,Boston College,1534.9,1198.8,NA,2026-09-17T21:13:22Z,1632,2026-09-17,-162.4
2021,38,Duke,ACC,1466.2,3,2,5,0.6,3-2,Louisville,1564.1,1269.6,NA,2026-09-17T21:13:22Z,1665.7,2026-09-17,-199.5
