season,rank,team,conference,elo,wins,losses,games_played,win_pct,record,best_win_team,best_win_elo,sos,updated_at
2026,1,Milwaukee Brewers,NL Central,1667.8,28,18,46,0.609,28-18,Tampa Bay Rays,1643.5,1504.8,2026-05-20T21:46:47Z
2026,2,Tampa Bay Rays,AL East,1643.5,33,15,48,0.688,33-15,Milwaukee Brewers,1667.8,1505.3,2026-05-20T21:46:47Z
2026,3,Atlanta Braves,NL East,1638.4,33,16,49,0.673,33-16,Los Angeles Dodgers,1592.7,1484.5,2026-05-20T21:46:47Z
2026,4,Los Angeles Dodgers,NL West,1592.7,30,19,49,0.612,30-19,Atlanta Braves,1638.4,1483.4,2026-05-20T21:46:47Z
2026,5,Cleveland Guardians,AL Central,1565.4,28,22,50,0.56,28-22,Tampa Bay Rays,1643.5,1484.2,2026-05-20T21:46:47Z
2026,6,St. Louis Cardinals,NL Central,1564.1,28,19,47,0.596,28-19,Milwaukee Brewers,1667.8,1502.1,2026-05-20T21:46:47Z
2026,7,San Diego Padres,NL West,1557.6,29,19,48,0.604,29-19,Milwaukee Brewers,1667.8,1482.6,2026-05-20T21:46:47Z
2026,8,New York Yankees,AL East,1553.5,30,19,49,0.612,30-19,Texas Rangers,1516.8,1473.3,2026-05-20T21:46:47Z
2026,9,Chicago Cubs,NL Central,1551.8,29,20,49,0.592,29-20,Tampa Bay Rays,1643.5,1526.8,2026-05-20T21:46:47Z
2026,10,Arizona Diamondbacks,NL West,1542.5,25,23,48,0.521,25-23,Milwaukee Brewers,1667.8,1509.3,2026-05-20T21:46:47Z
2026,11,Chicago White Sox,AL Central,1540.5,25,23,48,0.521,25-23,San Diego Padres,1557.6,1485.8,2026-05-20T21:46:47Z
2026,12,Texas Rangers,AL West,1516.8,23,26,49,0.469,23-26,Los Angeles Dodgers,1592.7,1484.2,2026-05-20T21:46:47Z
2026,13,Philadelphia Phillies,NL East,1511.8,25,25,50,0.5,25-25,Atlanta Braves,1638.4,1496.6,2026-05-20T21:46:47Z
2026,14,Boston Red Sox,AL East,1497.7,21,27,48,0.438,21-27,Milwaukee Brewers,1667.8,1495.5,2026-05-20T21:46:47Z
2026,15,Seattle Mariners,AL West,1491.7,23,27,50,0.46,23-27,Atlanta Braves,1638.4,1496.8,2026-05-20T21:46:47Z
2026,16,New York Mets,NL East,1489.4,21,27,48,0.438,21-27,St. Louis Cardinals,1564.1,1477.6,2026-05-20T21:46:47Z
2026,17,Athletics,NA,1480.5,24,24,48,0.5,24-24,Atlanta Braves,1638.4,1493.7,2026-05-20T21:46:47Z
2026,18,Miami Marlins,NL East,1479.4,22,27,49,0.449,22-27,Milwaukee Brewers,1667.8,1520.5,2026-05-20T21:46:47Z
2026,19,Minnesota Twins,AL Central,1478.1,23,27,50,0.46,23-27,Milwaukee Brewers,1667.8,1496.1,2026-05-20T21:46:47Z
2026,20,Toronto Blue Jays,AL East,1476.9,21,27,48,0.438,21-27,Milwaukee Brewers,1667.8,1507.8,2026-05-20T21:46:47Z
2026,21,Washington Nationals,NL East,1468.2,24,25,49,0.49,24-25,Milwaukee Brewers,1667.8,1528.3,2026-05-20T21:46:47Z
2026,22,Cincinnati Reds,NL Central,1462.7,26,24,50,0.52,26-24,Tampa Bay Rays,1643.5,1474.3,2026-05-20T21:46:47Z
2026,23,Pittsburgh Pirates,NL Central,1458.8,24,24,48,0.5,24-24,Milwaukee Brewers,1667.8,1512.6,2026-05-20T21:46:47Z
2026,24,Kansas City Royals,AL Central,1431.9,20,29,49,0.408,20-29,Milwaukee Brewers,1667.8,1509.9,2026-05-20T21:46:47Z
2026,25,San Francisco Giants,NL West,1425.8,20,30,50,0.4,20-30,Los Angeles Dodgers,1592.7,1520.3,2026-05-20T21:46:47Z
2026,26,Baltimore Orioles,AL East,1407.7,21,29,50,0.42,21-29,Cleveland Guardians,1565.4,1502.9,2026-05-20T21:46:47Z
2026,27,Detroit Tigers,AL Central,1399.8,20,29,49,0.408,20-29,Milwaukee Brewers,1667.8,1516.4,2026-05-20T21:46:47Z
2026,28,Colorado Rockies,NL West,1397.1,20,30,50,0.4,20-30,Los Angeles Dodgers,1592.7,1504.9,2026-05-20T21:46:47Z
2026,29,Houston Astros,AL West,1372.9,20,31,51,0.392,20-31,Los Angeles Dodgers,1592.7,1480.5,2026-05-20T21:46:47Z
2026,30,Los Angeles Angels,AL West,1334.9,17,32,49,0.347,17-32,Atlanta Braves,1638.4,1512.6,2026-05-20T21:46:47Z
